"TowerHeight","NumShoes","TVALUE","Attempt","betf.rate","crtv.rate","Category","CountryCode","Country","Gender_code","OccupationCode","Occupation_description","Score","Gender","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Occupation_Category"
"79","11","7.18181818181818",6,"8","8","Bridge ST",36," China",1,14,"Education, training, or library",39,"Male",2,1,1,9,2,7,7,3,5,2,"Education/Training"
"44.5","6","7.41666666666667",100,"8","9","Bridge ST",80," Iran, Islamic Republic of...",0,10,"Drafters, engineering, or mapping technicians",57,"Female",1,5,7,7,4,8,7,8,5,5,"Engineering"
"70","38","1.84210526315789",6,"6","4","Brick Wall ST",17," Belgium",1,13,"Legal",24,"Male",1,1,4,4,3,2,3,2,2,2,"Management/Professional"
"90","15","6",6,"8","9","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",1,11,"Life, physical, or social science",45,"Male",3,8,9,2,4,5,1,6,3,4,"Science"
"85","44","1.93181818181818",6,"9","10","Pyramid ST",143," Russian Federation",1,1,"Management: professional or related occupations",60,"Male",5,8,8,3,5,7,7,4,5,8,"Management/Professional"
"100","45","2.22222222222222",6,"8","5","Pyramid ST",78," India",1,8,"Computer or mathematical",24,"Male",1,5,1,5,3,5,1,1,1,1,"Management/Professional"
"60","14","4.28571428571429",6,"6","6","Pyramid ST",78," India",1,1,"Management: professional or related occupations",41,"Male",1,9,7,2,7,1,3,1,1,9,"Management/Professional"
"103","26","3.96153846153846",6,"1","5","Brick Wall ST",61," France",0,14,"Education, training, or library",50,"Female",3,3,8,1,3,6,4,9,7,6,"Education/Training"
"46","6","7.66666666666667",6,"9","5","Gladiolus ST",36," China",1,8,"Computer or mathematical",30,"Male",3,3,2,2,4,3,3,1,3,6,"Management/Professional"
"118.5","25","4.74",6,"7","6","Gladiolus ST",89," Kenya",1,1,"Management: professional or related occupations",46,"Male",5,2,5,8,3,5,8,2,5,3,"Management/Professional"
"65","12","5.41666666666667",6,"8","7","Pyramid ST + Gladiolus ST",36," China",0,9,"Architects, surveyors, cartographers, or engineers",53,"Female",5,9,5,1,8,9,3,2,3,8,"Engineering"
"110","8","13.75",6,"1","5","Gladiolus ST",65," Germany",0,24,"Sales or related occupations",30,"Female",2,5,1,6,2,3,2,2,2,5,"Services"
"75","10","7.5",11,"9","8.5","Brick Wall ST",111," Mexico",1,14,"Education, training, or library",61,"Male",5,6,9,7,5,3,5,8,6,7,"Education/Training"
"73.75","80","0.921875",6,"7","7","Unknown",187," United States of America",1,3,"Management occupations, except farmers and farm managers",38,"Male",1,3,9,2,6,4,5,2,1,5,"Management/Professional"
"60","8","7.5",6,"7","7","Brick Wall ST",163," Spain",1,14,"Education, training, or library",61,"Male",3,8,8,1,9,9,5,1,8,9,"Education/Training"
"56","25","2.24",6,"7","4","Brick Wall ST",170," Syrian Arab Republic",1,1,"Management: professional or related occupations",49,"Male",7,7,1,7,7,2,8,1,1,8,"Management/Professional"
"50","8","6.25",6,"10","8","Unknown",136," Philippines",0,11,"Life, physical, or social science",58,"Female",1,3,2,5,8,9,7,9,5,9,"Science"
"104","23","4.52173913043478",6,"8","10","Brick Wall ST",37," Colombia",0,1,"Management: professional or related occupations",43,"Female",3,5,2,3,3,5,3,8,5,6,"Management/Professional"
"116","25","4.64",6,"6","8","Brick Wall ST",9," Australia",1,8,"Computer or mathematical",59,"Male",7,7,9,5,6,2,6,5,5,7,"Management/Professional"
"85","6","14.1666666666667",6,"7","8","Gladiolus ST",116," Morocco",0,30,"Installation, maintenance, or repair occupations",72,"Female",4,6,9,7,8,8,8,7,6,9,"Services"
"54","24","2.25",6,"8","8","Pyramid ST",82," Ireland",1,24,"Sales or related occupations",57,"Male",8,3,8,4,5,5,5,4,7,8,"Services"
"89","5","17.8",6,"7","7","Gladiolus ST",170," Syrian Arab Republic",0,9,"Architects, surveyors, cartographers, or engineers",54,"Female",3,5,6,3,7,7,6,7,3,7,"Engineering"
"72.64","7","10.3771428571429",6,"9","9","Gladiolus ST",31," Canada",0,1,"Management: professional or related occupations",60,"Female",3,5,8,3,8,9,5,5,5,9,"Management/Professional"
"74","16","4.625",6,"4","6","Pyramid ST",67," Greece",0,1,"Management: professional or related occupations",56,"Female",5,5,7,3,5,4,8,7,7,5,"Management/Professional"
"64","9","7.11111111111111",6,"7","5","Bridge ST",78," India",0,1,"Management: professional or related occupations",47,"Female",1,5,2,2,7,5,7,2,8,8,"Management/Professional"
"85","23","3.69565217391304",6,"6","1","Pyramid ST",61," France",0,5,"Business and financial operations",46,"Female",3,8,1,1,5,8,6,1,5,8,"Management/Professional"
"94","11","8.54545454545454",6,"8","5","Pyramid ST",86," Japan",0,8,"Computer or mathematical",64,"Female",3,8,9,8,4,8,7,7,2,8,"Management/Professional"
"48","5","9.6",6,"5","6","Unknown",36," China",1,25,"Office or administrative support",41,"Male",7,2,2,8,2,6,8,2,2,2,"Management/Professional"
"80","50","1.6",6,"10","10","Unknown",111," Mexico",1,1,"Management: professional or related occupations",56,"Male",9,5,3,1,9,5,9,1,5,9,"Management/Professional"
"1.05","30","0.035",11,"9","8","Brick Wall ST",111," Mexico",1,10,"Drafters, engineering, or mapping technicians",81,"Male",9,9,9,4,9,5,9,9,9,9,"Engineering"
"65","45","1.44444444444444",6,"10","10","Unknown",111," Mexico",1,15,"Arts, design, entertainment, sports, or media",47,"Male",5,5,5,1,5,5,6,1,9,5,"Arts Design Sports Media"
"62","4","15.5",11,"6","8","Gladiolus ST",78," India",0,10,"Drafters, engineering, or mapping technicians",54,"Female",5,7,7,7,7,1,3,2,7,8,"Engineering"
"84.5","31","2.7258064516129",6,"1","2","Pyramid ST",187," United States of America",1,24,"Sales or related occupations",74,"Male",7,3,9,9,8,8,8,9,5,8,"Services"
"100","16","6.25",6,"8","1","Brick Wall ST",163," Spain",0,2,"Management: business or  financial operations occupations",79,"Female",8,8,9,7,5,9,8,8,8,9,"Management/Professional"
"30","5","6",6,"1","8","Pyramid ST",36," China",1,14,"Education, training, or library",17,"Male",1,2,2,2,1,2,2,2,1,2,"Education/Training"
"99","22","4.5",6,"8.5","9","Unknown",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",42,"Male",5,3,8,4,4,3,3,7,2,3,"Arts Design Sports Media"
"35","6","5.83333333333333",7,"8","5","Gladiolus ST",78," India",0,15,"Arts, design, entertainment, sports, or media",67,"Female",8,9,8,8,8,5,9,2,5,5,"Arts Design Sports Media"
"40","16","2.5",11,"2","4","Brick Wall ST",85," Jamaica",1,5,"Business and financial operations",35,"Male",5,5,3,1,5,2,6,3,2,3,"Management/Professional"
"66","7","9.42857142857143",7,"7","7","Bridge ST",153," Serbia",1,13,"Legal",57,"Male",5,2,9,9,8,4,7,4,1,8,"Management/Professional"
"92","13","7.07692307692308",7,"6","3","Gladiolus ST",187," United States of America",1,14,"Education, training, or library",55,"Male",5,3,9,6,5,3,9,4,5,6,"Education/Training"
"128","47","2.72340425531915",7,"3","2","Pyramid ST",187," United States of America",1,3,"Management occupations, except farmers and farm managers",76,"Male",9,7,8,8,5,8,7,9,7,8,"Management/Professional"
"61","6","10.1666666666667",7,"10","8","Bridge ST",187," United States of America",1,6,"Business operations specialists",29,"Male",2,1,8,1,3,3,3,2,2,4,"Management/Professional"
"42","12","3.5",7,"5","8","Bridge ST",172," Thailand",1,15,"Arts, design, entertainment, sports, or media",44,"Male",6,7,5,3,5,5,4,2,2,5,"Arts Design Sports Media"
"90","30","3",7,"7","6","Pyramid ST",78," India",0,8,"Computer or mathematical",29,"Female",4,4,3,1,3,1,2,9,1,1,"Management/Professional"
"73","21","3.47619047619048",7,"4","5","Bridge ST",78," India",1,15,"Arts, design, entertainment, sports, or media",75,"Male",8,8,9,9,8,5,4,7,9,8,"Arts Design Sports Media"
"92","8","11.5",7,"9","1","Bridge ST",7," Argentina",1,1,"Management: professional or related occupations",62,"Male",8,8,2,9,7,7,8,1,5,7,"Management/Professional"
"120","43","2.7906976744186",7,"7","6","Brick Wall ST",187," United States of America",1,31,"Production",51,"Male",6,3,6,5,7,5,8,3,3,5,"Services"
"37","6","6.16666666666667",7,"6","6","Brick Wall ST",78," India",0,8,"Computer or mathematical",48,"Female",5,6,5,6,8,6,3,1,4,4,"Management/Professional"
"101","9","11.2222222222222",7,"7","2","Pyramid ST + Gladiolus ST",78," India",1,14,"Education, training, or library",18,"Male",3,1,1,2,1,3,2,2,1,2,"Education/Training"
"85","13","6.53846153846154",7,"5","5","Brick Wall ST",188," Uruguay",1,14,"Education, training, or library",41,"Male",2,9,8,2,2,7,1,2,1,7,"Education/Training"
"67","5","13.4",7,"2","7","Gladiolus ST",142," Romania",1,18,"Health care support",64,"Male",7,7,8,7,9,9,7,1,2,7,"Health"
"28","20","1.4",7,"5","5","Pyramid ST",31," Canada",1,15,"Arts, design, entertainment, sports, or media",45,"Male",9,5,5,3,7,5,3,1,1,6,"Arts Design Sports Media"
"70","10","7",7,"8","9","Unknown",184," United Arab Emirates",1,14,"Education, training, or library",67,"Male",5,9,7,2,9,7,9,5,5,9,"Education/Training"
"50","24","2.08333333333333",7,"7","2","Pyramid ST + Gladiolus ST",36," Afghanistan",0,17,"Management: business or  financial operations occupations",60,"Female",2,8,8,5,8,5,4,5,7,8,"Management/Professional"
"55","12","4.58333333333333",7,"8","10","Pyramid ST",156," Singapore",1,14,"Education, training, or library",52,"Male",4,4,6,6,4,7,6,3,5,7,"Education/Training"
"78","18","4.33333333333333",11,"7","6","Pyramid ST",84," Italy",1,1,"Management: professional or related occupations",53,"Male",6,7,7,3,7,5,6,3,3,6,"Management/Professional"
"91","25","3.64",7,"8","7","Brick Wall ST",111," Mexico",0,2,"Management: business or  financial operations occupations",46,"Female",5,3,8,1,6,9,1,1,5,7,"Management/Professional"
"79","60","1.31666666666667",7,"10","7","Pile ST",187," United States of America",1,18,"Health care support",49,"Male",5,6,6,4,4,4,5,7,2,6,"Health"
"80","15","5.33333333333333",11,"2","5","Brick Wall ST",100," Lithuania",1,14,"Education, training, or library",69,"Male",9,7,9,1,8,8,3,8,8,8,"Education/Training"
"88.9","84","1.05833333333333",7,"1","6","Pile ST",187," United States of America",1,14,"Education, training, or library",76,"Male",9,9,6,2,9,9,9,9,5,9,"Education/Training"
"50.5","10","5.05",11,"8","10","Brick Wall ST",130," Pakistan",0,8,"Computer or mathematical",52,"Female",3,5,9,9,1,1,9,1,9,5,"Management/Professional"
"70","13","5.38461538461539",7,"2","3","Gladiolus ST",36," China",0,2,"Management: business or  financial operations occupations",39,"Female",5,5,2,2,6,5,2,1,5,6,"Management/Professional"
"50","14","3.57142857142857",7,"8","3","Unknown",78," India",1,14,"Education, training, or library",37,"Male",1,5,9,2,9,7,1,1,1,1,"Education/Training"
"94","14","6.71428571428571",7,"6","4","Brick Wall ST",9," Australia",1,16,"Health diagnosing or treating practitioners & technical occupations",77,"Male",8,7,7,8,9,7,7,6,9,9,"Health"
"59.5","8","7.4375",7,"6","5","Pyramid ST + Gladiolus ST",78," India",1,15,"Arts, design, entertainment, sports, or media",47,"Male",7,8,9,7,1,2,2,7,2,2,"Arts Design Sports Media"
"90","10","9",7,"8","10","Gladiolus ST",36," China",0,14,"Education, training, or library",71,"Female",8,8,5,9,8,8,8,5,5,7,"Education/Training"
"30","20","1.5",7,"8","8","Unknown",36," China",0,27,"Management: business or  financial operations occupations",47,"Female",2,5,5,5,5,5,5,5,5,5,"Management/Professional"
"96.5","27","3.57407407407407",11,"10","7","Brick Wall ST",136," Philippines",0,12,"Community and social services",53,"Female",1,5,3,2,7,9,7,6,5,8,"Services"
"75","34","2.20588235294118",7,"5","7","Brick Wall ST",161," South Africa",1,16,"Health diagnosing or treating practitioners & technical occupations",28,"Male",2,2,2,2,3,3,5,3,3,3,"Health"
"65","18","3.61111111111111",7,"7","3","Pyramid ST",187," United States of America",0,8,"Computer or mathematical",66,"Female",7,6,9,9,9,5,2,5,5,9,"Management/Professional"
"80","24","3.33333333333333",7,"1","7","Pyramid ST",137," Poland",1,11,"Life, physical, or social science",42,"Male",1,3,5,2,5,5,7,1,8,5,"Science"
"67","22","3.04545454545455",7,"6","5","Brick Wall ST",126," Nigeria",0,10,"Drafters, engineering, or mapping technicians",41,"Female",3,4,7,3,4,5,4,3,3,5,"Engineering"
"82","24","3.41666666666667",7,"1","8","Pyramid ST",187," United States of America",0,1,"Management: professional or related occupations",43,"Female",8,3,8,2,5,2,2,2,8,3,"Management/Professional"
"67","10","6.7",7,"7","2","Bridge ST",31," Canada",0,14,"Education, training, or library",43,"Female",5,4,1,4,5,8,6,1,2,7,"Education/Training"
"36","8","4.5",7,"7","7","Brick Wall ST",53," Egypt",1,18,"Health care support",53,"Male",1,7,8,2,6,7,4,6,8,4,"Health"
"100","29","3.44827586206897",7,"7","5","Pyramid ST",36," China",1,12,"Community and social services",32,"Male",6,2,9,1,2,1,1,1,1,8,"Services"
"96","11","8.72727272727273",7,"8","9","Pyramid ST + Gladiolus ST",36," China",1,21,"Food preparation or serving-related",40,"Male",1,9,2,8,2,5,4,2,2,5,"Services"
"88","12","7.33333333333333",7,"7","5","Pyramid ST",36," China",1,12,"Community and social services",56,"Male",7,7,8,7,7,4,2,3,6,5,"Services"
"77","11","7",7,"7","7","Brick Wall ST",36," China",1,2,"Management: business or  financial operations occupations",50,"Male",9,9,1,7,2,8,3,1,1,9,"Management/Professional"
"95","10","9.5",7,"7","3","Gladiolus ST",78," India",0,1,"Management: professional or related occupations",55,"Female",2,1,2,2,9,8,8,8,8,7,"Management/Professional"
"92","32","2.875",7,"8","7","Pyramid ST",185," United Kingdom of Great Britain and Northern I",1,15,"Arts, design, entertainment, sports, or media",54,"Male",5,8,8,2,5,5,2,7,4,8,"Arts Design Sports Media"
"69","10","6.9",7,"8","6","Gladiolus ST",36," China",0,8,"Computer or mathematical",24,"Female",1,2,2,1,2,2,8,1,2,3,"Management/Professional"
"83","8","10.375",7,"7","6","Pyramid ST",153," Serbia",1,25,"Office or administrative support",30,"Male",4,2,6,2,2,4,3,2,3,2,"Management/Professional"
"85","8","10.625",7,"1","1","Gladiolus ST",54," El Salvador",1,2,"Management: business or  financial operations occupations",45,"Male",2,3,8,3,5,5,2,7,5,5,"Management/Professional"
"57","6","9.5",7,"7","1","Unknown",36," China",1,2,"Management: business or  financial operations occupations",48,"Male",3,7,9,2,2,8,2,2,5,8,"Management/Professional"
"129","9","14.3333333333333",7,"8.5","8","Gladiolus ST",187," United States of America",0,7,"Financial specialists",42,"Female",2,3,5,5,7,7,2,3,5,3,"Management/Professional"
"25","20","1.25",7,"8","7","Brick Wall ST",80," Iran, Islamic Republic of...",1,2,"Business and financial operations",41,"Male",2,3,1,2,9,8,5,3,3,5,"Management/Professional"
"100","44","2.27272727272727",7,"7","7","Pyramid ST",126," Nigeria",0,5,"Business and financial operations",32,"Female",2,4,1,3,5,5,4,2,3,3,"Management/Professional"
"49","7","7",7,"9","10","Pyramid ST",24," Brazil",0,1,"Management: professional or related occupations",34,"Female",2,4,4,6,3,3,3,3,2,4,"Management/Professional"
"82","18","4.55555555555556",7,"5","6","Pyramid ST",187," United States of America",0,1,"Management: professional or related occupations",26,"Female",2,3,4,3,3,2,2,1,3,3,"Management/Professional"
"50","14","3.57142857142857",7,"8","8","Brick Wall ST",37," Colombia",1,1,"Management: professional or related occupations",38,"Male",3,3,7,1,3,6,2,3,3,7,"Management/Professional"
"71","7","10.1428571428571",7,"8","6","Unknown",31," Canada",1,1,"Management: professional or related occupations",51,"Male",2,8,3,3,5,6,9,2,8,5,"Management/Professional"
"80","76","1.05263157894737",8,"1","7","Pile ST",142," Romania",1,2,"Management: business or  financial operations occupations",66,"Male",2,8,9,5,7,8,8,8,2,9,"Management/Professional"
"85","40","2.125",8,"6","6","Unknown",36," China",0,25,"Office or administrative support",48,"Female",1,8,1,1,7,9,9,2,2,8,"Management/Professional"
"40","20","2",12,"7","5","Unknown",36," China",0,15,"Arts, design, entertainment, sports, or media",45,"Female",2,5,2,5,5,5,5,5,4,7,"Arts Design Sports Media"
"25","26","0.961538461538462",8,"4","4","Brick Wall ST",36," China",1,25,"Office or administrative support",64,"Male",3,2,9,8,8,7,5,8,7,7,"Management/Professional"
"97","13","7.46153846153846",8,"8","7","Brick Wall ST",37," Colombia",0,15,"Arts, design, entertainment, sports, or media",59,"Female",6,7,8,6,6,6,3,5,4,8,"Arts Design Sports Media"
"25","22","1.13636363636364",8,"4","4","Brick Wall ST",36," China",0,24,"Sales or related occupations",48,"Female",7,6,4,4,6,4,3,4,3,7,"Services"
"70","24","2.91666666666667",8,"6","6","Unknown",122," Netherlands",1,8,"Computer or mathematical",41,"Male",2,5,2,2,6,4,7,3,7,3,"Management/Professional"
"60","20","3",8,"5","5","Pyramid ST",153," Serbia",1,16,"Health diagnosing or treating practitioners & technical occupations",45,"Male",1,5,9,5,3,7,6,2,2,5,"Health"
"106","13","8.15384615384615",8,"7","6","Gladiolus ST",76," Hungary",0,8,"Computer or mathematical",42,"Female",8,1,1,5,2,9,7,5,2,2,"Management/Professional"
"72","11","6.54545454545455",8,"1","8","Gladiolus ST",53," Egypt",0,15,"Arts, design, entertainment, sports, or media",49,"Female",5,2,9,8,9,5,2,2,5,2,"Arts Design Sports Media"
"97","9","10.7777777777778",8,"8","7","Bridge ST",7," Argentina",1,14,"Education, training, or library",49,"Male",5,2,9,3,3,7,5,3,4,8,"Education/Training"
"43","14","3.07142857142857",8,"5","7","Brick Wall ST",36," China",0,8,"Computer or mathematical",44,"Female",4,4,2,3,5,6,7,6,2,5,"Management/Professional"
"62","10","6.2",8,"7","2","Pyramid ST + Gladiolus ST",78," India",0,8,"Computer or mathematical",34,"Female",9,1,1,1,1,1,1,9,1,9,"Management/Professional"
"91","26","3.5",8,"8","9","Pyramid ST",180," Turkmenistan",1,15,"Arts, design, entertainment, sports, or media",39,"Male",2,3,3,7,7,3,2,7,3,2,"Arts Design Sports Media"
"102.235","16","6.3896875",8,"6","7.5","Brick Wall ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",50,"Male",6,5,7,4,5,6,3,5,3,6,"Arts Design Sports Media"
"60","21","2.85714285714286",8,"7","6.5","Pyramid ST",36," China",0,15,"Arts, design, entertainment, sports, or media",43,"Female",3,5,3,6,4,7,3,3,2,7,"Arts Design Sports Media"
"95","23","4.1304347826087",8,"6","1","Brick Wall ST",169," Switzerland",1,15,"Arts, design, entertainment, sports, or media",47,"Male",2,7,8,7,5,3,4,3,3,5,"Arts Design Sports Media"
"80","22","3.63636363636364",8,"6","6","Brick Wall ST",185," United Kingdom of Great Britain and Northern I",0,5,"Business and financial operations",45,"Female",3,7,7,7,3,3,3,3,5,4,"Management/Professional"
"30","5","6",12,"10","10","Pyramid ST",187," United States of America",0,14,"Education, training, or library",37,"Female",3,8,1,1,4,5,5,2,4,4,"Education/Training"
"38","39","0.974358974358974",8,"7","8","Pyramid ST",187," United States of America",1,6,"Business operations specialists",43,"Male",6,7,7,1,5,1,9,1,3,3,"Management/Professional"
"86","16","5.375",8,"8","7","Bridge ST",187," United States of America",1,11,"Life, physical, or social science",67,"Male",8,6,9,7,5,6,3,8,9,6,"Science"
"65","12","5.41666666666667",8,"9","8.5","Floor ST",36," China",1,8,"Computer or mathematical",34,"Male",1,3,7,4,2,6,2,4,1,4,"Management/Professional"
"85","50","1.7",8,"3","3","Pile ST",9," Australia",1,12,"Community and social services",24,"Male",1,3,6,3,1,2,1,2,3,2,"Services"
"105","28","3.75",8,"1","2","Brick Wall ST",53," Egypt",0,6,"Business operations specialists",49,"Female",1,5,7,1,9,8,5,3,2,8,"Management/Professional"
"60","3","20",8,"9","4","Gladiolus ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",39,"Male",1,5,1,1,5,8,7,1,2,8,"Arts Design Sports Media"
"80","5","16",8,"7","5","Pyramid ST + Gladiolus ST",187," United States of America",0,8,"Computer or mathematical",75,"Female",9,9,9,9,5,5,7,8,7,7,"Management/Professional"
"68","20","3.4",8,"6","8","Brick Wall ST",36," China",1,15,"Arts, design, entertainment, sports, or media",47,"Male",3,3,7,3,8,5,5,1,9,3,"Arts Design Sports Media"
"114.75","14","8.19642857142857",8,"7","6","Brick Wall ST",178," Tunisia",1,9,"Architects, surveyors, cartographers, or engineers",67,"Male",6,6,9,7,7,8,1,9,7,7,"Engineering"
"85","42","2.02380952380952",8,"8","6","Pile ST",187," United States of America",1,15,"Arts, design, entertainment, sports, or media",38,"Male",2,6,4,2,5,5,2,5,2,5,"Arts Design Sports Media"
"105","25","4.2",12,"2","4","Unknown",187," United States of America",0,14,"Education, training, or library",69,"Female",6,9,8,5,8,7,3,7,9,7,"Education/Training"
"45","17","2.64705882352941",8,"7","2","Pyramid ST + Gladiolus ST",156," Singapore",0,1,"Management: professional or related occupations",35,"Female",1,5,5,2,5,5,5,3,1,3,"Management/Professional"
"95","18","5.27777777777778",8,"7","4","Unknown",24," Brazil",0,15,"Arts, design, entertainment, sports, or media",59,"Female",3,6,8,3,6,7,7,6,6,7,"Arts Design Sports Media"
"82","7.5","10.9333333333333",8,"6","8","Pyramid ST",36," China",0,8,"Computer or mathematical",34,"Female",2,5,3,2,3,3,7,3,3,3,"Management/Professional"
"44.45","8","5.55625",8,"3","4","Brick Wall ST",187," United States of America",1,11,"Life, physical, or social science",77,"Male",7,8,9,4,8,9,7,8,9,8,"Science"
"115","24","4.79166666666667",8,"7","6","Floor ST",67," Greece",1,5,"Business and financial operations",63,"Male",3,7,8,7,6,7,3,8,7,7,"Management/Professional"
"65","18","3.61111111111111",8,"3","5","Unknown",78," India",0,24,"Sales or related occupations",28,"Female",1,1,5,8,5,2,1,1,1,3,"Services"
"54","8","6.75",8,"6","5","Unknown",36," China",0,8,"Computer or mathematical",41,"Female",3,2,5,4,3,8,4,6,2,4,"Management/Professional"
"99","35","2.82857142857143",8,"2","4","Brick Wall ST",78,"",1,1,"Business and financial operations",75,"Male",9,7,8,8,8,8,8,3,8,8,"Management/Professional"
"73","22","3.31818181818182",8,"7","3","Unknown",36," China",1,5,"Business and financial operations",38,"Male",3,5,2,1,5,7,3,5,5,2,"Management/Professional"
"67","18","3.72222222222222",12,"8","1","Pyramid ST",31," Canada",1,8,"Computer or mathematical",51,"Male",4,5,3,1,7,7,3,8,5,8,"Management/Professional"
"51.5","3","17.1666666666667",8,"6","8","Gladiolus ST",36," China",0,8,"Computer or mathematical",37,"Female",1,3,1,2,3,7,5,7,2,6,"Management/Professional"
"94","9","10.4444444444444",80,"9","9","Gladiolus ST",153," Serbia",1,14,"Education, training, or library",34,"Male",2,2,2,2,8,5,3,1,1,8,"Education/Training"
"92","16","5.75",12,"8","7","Pyramid ST",169," Switzerland",0,10,"Drafters, engineering, or mapping technicians",40,"Female",3,5,2,4,8,6,2,1,4,5,"Engineering"
"73","16","4.5625",9,"8","2","Unknown",186," United Republic of Tanzania",1,8,"Computer or mathematical",44,"Male",6,4,8,5,4,2,2,7,3,3,"Management/Professional"
"106","54","1.96296296296296",9,"8","8","Unknown",187," United States of America",1,18,"Health care support",70,"Male",7,6,7,7,7,9,2,9,8,8,"Health"
"80","24","3.33333333333333",9,"2","7","Pile ST",61," France",1,1,"Management: professional or related occupations",44,"Male",1,5,3,1,9,8,5,2,1,9,"Management/Professional"
"150","11","13.6363636363636",9,"7","9","Pyramid ST",67," Greece",0,15,"Arts, design, entertainment, sports, or media",49,"Female",7,2,2,8,5,7,9,6,1,2,"Arts Design Sports Media"
"64","31","2.06451612903226",9,"1","5","Brick Wall ST",78," India",1,15,"Arts, design, entertainment, sports, or media",28,"Male",5,5,1,1,3,1,5,1,1,5,"Arts Design Sports Media"
"65","1","65",9,"5","5","Unknown",36," China",1,9,"Architects, surveyors, cartographers, or engineers",38,"Male",4,3,3,2,2,7,3,5,7,2,"Engineering"
"45","12","3.75",9,"8.5","8","Pyramid ST",79," Indonesia",1,9,"Architects, surveyors, cartographers, or engineers",56,"Male",7,5,8,7,3,3,8,6,5,4,"Engineering"
"77","17","4.52941176470588",9,"6","7","Pyramid ST",74," Honduras",0,15,"Arts, design, entertainment, sports, or media",27,"Female",1,4,2,1,5,3,3,1,2,5,"Arts Design Sports Media"
"65","8","8.125",1,"9","9","Unknown",36," China",0,10,"Drafters, engineering, or mapping technicians",51,"Female",6,5,8,7,3,4,2,8,3,5,"Engineering"
"74","16","4.625",12,"7","7","Pyramid ST",84," Italy",0,8,"Computer or mathematical",56,"Female",3,7,8,7,4,2,1,9,6,9,"Management/Professional"
"72","8","9",9,"6","6","Gladiolus ST",187," United States of America",0,8,"Computer or mathematical",40,"Female",3,4,2,3,2,8,3,3,5,7,"Management/Professional"
"59","7","8.42857142857143",9,"7","7","Bridge ST",36," China",1,8,"Computer or mathematical",32,"Male",1,6,2,2,6,2,7,1,2,3,"Management/Professional"
"60","4","15",9,"4","5","Gladiolus ST",137," Poland",1,15,"Arts, design, entertainment, sports, or media",49,"Male",6,4,7,2,6,7,3,8,3,3,"Arts Design Sports Media"
"77","9","8.55555555555556",9,"8","9","Gladiolus ST",82," Ireland",1,11,"Life, physical, or social science",50,"Male",1,3,4,7,7,5,4,9,3,7,"Science"
"82","22","3.72727272727273",9,"7","1","Brick Wall ST",126," Nigeria",0,6,"Business operations specialists",45,"Female",1,5,2,1,9,9,5,3,1,9,"Management/Professional"
"11.33","6","1.88833333333333",9,"7","7","Gladiolus ST",61," France",0,8,"Computer or mathematical",45,"Female",2,7,6,7,2,4,1,7,5,4,"Management/Professional"
"75","18","4.16666666666667",9,"4","3","Brick Wall ST",187," United States of America",1,14,"Education, training, or library",56,"Male",2,1,9,2,5,8,8,8,5,8,"Education/Training"
"80","26","3.07692307692308",9,"7","7","Brick Wall ST",126," Nigeria",1,15,"Arts, design, entertainment, sports, or media",59,"Male",6,7,8,3,5,8,1,9,5,7,"Arts Design Sports Media"
"50.8","28","1.81428571428571",9,"9","9","Brick Wall ST",187," United States of America",0,24,"Sales or related occupations",56,"Female",5,6,6,3,7,2,7,8,5,7,"Services"
"21","14","1.5",12,"5","5","Brick Wall ST",36," China",1,14,"Education, training, or library",51,"Male",3,8,8,6,3,3,3,8,2,7,"Education/Training"
"104","15","6.93333333333333",9,"8","6","Pyramid ST",78," India",0,1,"Management: professional or related occupations",35,"Female",2,4,6,2,7,2,3,2,2,5,"Management/Professional"
"59.9","6","9.98333333333333",9,"2","9","Gladiolus ST",187," United States of America",1,13,"Legal",64,"Male",7,8,8,3,9,8,2,8,3,8,"Management/Professional"
"101","25","4.04",9,"8","7","Brick Wall ST",31," Canada",1,2,"Management: business or  financial operations occupations",73,"Male",8,7,8,7,7,8,5,8,7,8,"Management/Professional"
"71","8","8.875",12,"10","6","Pyramid ST + Gladiolus ST",187," United States of America",1,2,"Management: business or  financial operations occupations",57,"Male",8,8,7,8,5,2,2,7,5,5,"Management/Professional"
"38","8","4.75",12,"3","3","Pyramid ST",78," India",0,33,"Aircraft or traffic control",50,"Female",2,5,7,3,5,5,9,5,4,5,"Services"
"85","16","5.3125",12,"5","5","Pyramid ST",36," China",1,2,"Management: business or  financial operations occupations",68,"Male",7,9,7,3,8,8,9,3,5,9,"Management/Professional"
"93","17","5.47058823529412",12,"8","3","Pyramid ST + Gladiolus ST",67," Greece",0,15,"Arts, design, entertainment, sports, or media",39,"Female",2,2,2,4,7,7,2,5,3,5,"Arts Design Sports Media"
"98","31","3.16129032258065",12,"9","7","Brick Wall ST",78," India",0,30,"Installation, maintenance, or repair occupations",43,"Female",9,5,1,9,9,3,3,1,1,2,"Services"
"115","112","1.02678571428571",12,"6","5","Pyramid ST",78," India",1,8,"Computer or mathematical",36,"Male",5,5,4,4,3,3,3,3,3,3,"Management/Professional"
